Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Micronesia, Fed. Sts.",FSM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,84,94,81,76,78,80,83,90,82,74,82,79,85,84,88,91,85,96,83,92,86,86,80,92,91,91,83,74,70,76
Gabon,GAB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,58,66,67,68,76,76,71,66,63,60,57,57,56,56,55,55,55,55,55,55,55,55,62,67,63,62,72,71,70,61,68,64,63
United Kingdom,GBR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,53,55,58,60,63,68,71,76,80,84,87,90,92,91,91,92,92,91,87,88,88,85,85,82,81,82,85,86,86,86,89,90,92,93,93,93,92,92
Georgia,GEO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,61,63,61,65,69,73,76,73,74,75,76,86,90,96,97,97,83,94,91,93,97,92,96,93,95
Ghana,GHA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,16,23,21,16,10,21,31,51,59,65,61,63,64,66,68,70,71,73,78,81,90,78,78,80,83,83,85,95,86,93,93,91,88,89,92,89,89,95
Gibraltar,GIB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,15,34,30,29,29,28,28,27,27,35,42,52,55,58,61,61,56,52,40,42,44,46,48,50,51,51,57,55,53,58,62,51,39,28,48,48,48
"Gambia, The",GMB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,69,70,71,70,79,75,62,88,80,85,86,87,83,87,89,91,94,91,90,90,89,89,90,90,92,91,89,88,92,96,92,91,95,96,96,97,97,90
Guinea-Bissau,GNB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,27,31,35,59,68,52,65,53,52,60,68,68,45,49,51,61,70,71,72,73,74,75,76,74,73,71,69,76,83,81,81,81,81,81,81
Equatorial Guinea,GNQ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,32,46,18,88,85,82,79,80,81,81,82,82,51,51,51,51,51,51,51,51,51,51,51,51,51,35,42,44,27,30,30
Greece,GRC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,75,77,39,81,82,76,76,72,72,72,70,70,90,90,89,88,89,91,92,94,95,96,98,99,99,99,99,99,99,99,97,97,97,97
Grenada,GRD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,5,7,31,49,62,77,48,89,85,96,73,99,87,88,85,92,97,94,92,99,96,99,74,99,98,98,99,98,95,95,94,94,94,99,95,85
Greenland,GRL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,23,8,12,9,24,23,55,24,55,60,68,49,59,71,66,83,69,74,79,83,86,91,92,94,95,93,95,86,96,92,93,89,93,85,67,77,86,86
Guam,GUM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,68,51,56,40,42,52,55,69,73,76,73,92,83,77,91,82,93,87,86,92,93,89,88,92,90,96,95,97,95,98,99,99,99,99,99,99
"Hong Kong SAR, China",HKG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,31,34,48,49,44,53,60,57,76,94,90,86,89,94,93,89,91,89,98,98,98,99,97,94,91,95,95,94,93,97,97,97,97,97,97,97,97,97
Croatia,HRV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,92,92,91,91,92,93,94,95,95,96,96,95,96,98,95,96,96,95,94,94,93,90,89
Haiti,HTI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,3,6,8,21,26,23,59,31,31,35,39,44,48,49,50,52,53,54,55,55,56,57,57,58,59,60,62,63,64,65,65,65,53,53,53,53
Hungary,HUN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Indonesia,IDN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,6,13,26,45,48,51,54,58,61,65,68,66,63,79,77,77,77,76,76,72,74,76,77,79,76,76,74,78,80,82,81,75,75,76,75
India,IND,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,24,32,42,56,43,51,59,67,72,66,55,53,56,56,57,56,60,64,68,69,70,72,78,82,84,83,83,85,87,88,88
Ireland,IRL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,10,10,63,65,66,68,78,78,78,78,78,78,77,77,77,77,77,79,73,73,78,81,84,86,87,89,90,90,92,92,92,93,93,92,92
"Iran, Islamic Rep.",IRN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,39,48,55,38,38,62,55,55,83,79,85,84,96,96,97,95,99,95,99,99,99,96,99,99,96,94,99,97,98,99,99,99,98,98,99,99,99,99
Iraq,IRQ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,9,10,11,12,25,70,75,91,85,79,75,71,67,63,72,80,82,85,88,90,86,82,77,73,69,69,62,64,76,81,75,77,69,63,57,57,66,71
Iceland,ISL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,81,96,96,95,97,99,99,99,99,99,99,98,99,99,99,96,94,91,88,91,93,93,90,95,95,96,92,93,94,90,91,90,93,91,92
Israel,ISR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,81,83,88,85,85,85,88,88,86,88,91,94,94,92,92,93,96,97,94,94,95,95,95,96,97,94,96,97,98,97,96,97,96,98,97,98,97,98
Italy,ITA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,50,50,50,50,50,55,57,55,70,74,77,81,84,86,87,88,90,90,90,91,90,90,90,87,85,89,92
Jamaica,JAM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,12,15,60,64,36,62,68,71,74,77,63,80,82,90,96,88,88,82,88,85,86,78,86,84,87,76,88,88,89,88,93,94,92,91,95,95
Jordan,JOR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,29,40,48,56,65,73,81,87,87,84,87,85,91,88,91,92,94,95,93,83,94,99,95,96,99,95,99,95,95,95,98,98,98,97,98,94,96,93
Japan,JPN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,69,68,66,70,73,73,74,75,76,77,73,71,69,68,81,93,94,94,95,95,96,98,98,98,98,98,97,96,95,94,94,94,96,95,98,96,96,96
Kazakhstan,KAZ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,91,91,95,97,97,99,99,99,95,95,99,99,99,99,99,99,99,99,99,96,99,99,99,99,99
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,55,63,65,69,72,75,78,81,84,84,84,83,81,79,90,76,78,77,78,72,73,69,77,80,90,88,86,87,93,94,95,96,96,89
Kyrgyz Republic,KGZ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,93,88,97,98,98,98,99,98,99,98,99,99,99,97,99,99,99,99,97,98,99,96,99,97,95
