Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Belgium,BEL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95,95,95,95,95,97,98,98,99,98,98,98,99,99,99,99,98,98
Benin,BEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,78,76,75,73,72,70,74,82,75,79,76,75,80,77,78,82,82,82
Burkina Faso,BFA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,45,62,69,79,79,82,86,89,93,92,91,91,90,88,91,91,91,91
Bangladesh,BGD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,82,85,83,87,99,93,94,94,96,97,94,96,94,96,97,97,97,97
Bulgaria,BGR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93,94,93,96,95,96,95,95,95,94,94,95,95,95,88,91,92,92
Bahrain,BHR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,99,98,97,98,98,98,97,97,98,99,99,99,99,98,98,99,97
"Bahamas, The",BHS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,94,92,93,93,95,95,93,96,99,98,98,97,96,95,94,94
Bosnia and Herzegovina,BIH,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85,91,80,87,84,93,87,95,91,90,89,88,92,89,86,82,78,75
Belarus,BLR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,50,99,99,99,95,97,96,98,98,98,98,97,99,98,97
Belize,BLZ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91,96,89,96,97,96,98,96,94,97,96,95,98,95,95,94,95,88
Bermuda,BMU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,75,71,77,88,84,85,83,84,88,93,91,95,93,87,85,89,87,84
Brazil,BRA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,98,99,99,99,99,99,99,99,99,99,99,95,97,93,96,89,89
Barbados,BRB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93,84,87,89,93,92,84,93,85,93,86,91,87,91,94,97,97,90
Brunei Darussalam,BRN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,97,94,92,92,94,97,99,98,99,95,97,95,99,99,99,99,99
Bhutan,BTN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92,88,86,95,89,95,95,95,96,93,91,95,97,97,99,99,98,98
Botswana,BWA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,97,97,96,96,96,96,96,96,96,95,95,95,95,95,95,95,95
Central African Republic,CAF,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,37,40,44,47,51,54,51,48,45,42,45,47,47,23,47,47,47,47
Canada,CAN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,89,89,88,91,91,93,95,94,92,91,89,87,95,91,91,91,91,91
Switzerland,CHE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93,93,93,93,93,94,94,94,95,95,95,96,96,96,96,96,96,97
Chile,CHL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91,97,97,96,93,91,94,96,95,94,92,94,90,91,95,96,95,93
China,CHN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85,86,86,86,87,87,93,93,97,99,99,99,99,99,99,99,99,99
Cote d'Ivoire,CIV,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,65,66,64,61,67,76,77,76,74,81,85,62,82,75,73,80,82,84
Cameroon,CMR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,62,63,66,73,73,80,81,82,84,80,84,82,85,89,87,84,85,86
"Congo, Dem. Rep.",COD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,40,30,38,41,54,60,62,70,65,72,60,74,75,74,80,81,79,81
"Congo, Rep.",COG,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,33,31,41,50,67,62,73,72,79,78,74,82,85,85,90,80,71,69
Colombia,COL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,79,80,81,92,89,93,93,93,92,92,88,85,91,91,90,91,91,92
Comoros,COM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,70,70,89,80,76,68,69,75,81,83,74,83,86,87,87,91,91,91
Cabo Verde,CPV,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90,90,91,92,93,95,96,98,99,99,99,90,94,93,95,93,96,96
Costa Rica,CRI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,88,91,94,88,90,91,89,89,90,86,88,85,91,95,91,92,97,96
Cuba,CUB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95,98,99,72,88,89,89,93,95,96,96,97,99,99,99,99,99,99
Cayman Islands,CYM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,97,98,98,98,98,97,97,97,99,99,99,99,99,99,97,97,97
Czech Republic,CZE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,98,98,97,98,97,98,99,99,99,99,99,99,98,97,97,96,96
Germany,DEU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90,93,93,97,96,96,96,96,96,96,95,95,95,95,95,95,95,95
Djibouti,DJI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,46,53,62,68,64,71,72,88,89,89,88,87,81,82,78,84,68,68
Dominica,DMA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,98,99,99,98,95,96,96,99,98,98,97,96,97,98,99,91
Denmark,DNK,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,97,98,96,95,93,93,87,88,89,90,91,94,94,94,93,94,98
Dominican Republic,DOM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,78,72,82,79,79,87,89,85,82,82,88,84,85,83,91,85,87,84
Algeria,DZA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,86,89,86,87,86,88,95,95,93,95,95,95,95,95,95,95,91,91
Ecuador,ECU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,87,89,88,87,88,92,96,96,96,94,91,88,87,87,83,78,83,85
"Egypt, Arab Rep.",EGY,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,99,97,98,97,98,98,98,97,97,97,96,93,97,94,93,95,94
Eritrea,ERI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,81,86,90,93,98,96,94,95,95,95,95,94,94,94,94,95,95,95
Spain,ESP,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95,96,98,98,97,96,98,96,97,96,97,97,97,96,97,97,97,98
Estonia,EST,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93,94,94,94,94,96,95,95,95,95,94,93,94,94,93,93,93,93
Ethiopia,ETH,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,30,32,35,37,40,44,46,50,54,58,61,65,62,59,61,73,73,73
Fragile and conflict affected situations,FCS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,58.79017856,56.86784064,59.03137387,61.00490308,65.26612675,67.99219026,69.13434271,71.58679235,70.78241012,73.39244444,73.08833983,73.7351947,73.33430809,71.74408103,72.69199156,72.85164539,73.25040206,73.6601299
Finland,FIN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,98,98,98,98,97,97,99,99,99,99,99,99,98,98,97,92,89
Fiji,FJI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90,91,93,94,95,96,98,99,99,99,99,99,99,99,99,99,99,99
France,FRA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,97,97,97,98,98,99,99,99,98,99,99,99,99,98,97,96,96
Faroe Islands,FRO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85,75,84,92,78,94,67,79,85,91,85,84,81,81,77,72,69,73
Gabon,GAB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,45,45,45,45,45,45,45,81,82,76,67,75,82,79,70,80,75,75
United Kingdom,GBR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91,91,91,91,92,91,92,92,92,93,94,95,95,95,95,95,94,94
Georgia,GEO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,80,87,84,75,78,82,88,98,92,88,92,94,92,93,91,94,92,91
Ghana,GHA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,88,79,78,80,80,84,84,94,93,94,94,91,92,90,98,88,93,99
Gibraltar,GIB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,46,50,53,57,60,59,57,63,60,57,64,63,53,44,34,45,45,45
"Gambia, The",GMB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,80,87,87,87,87,95,95,95,96,98,97,96,98,97,96,97,95,92
Guinea-Bissau,GNB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,49,53,57,60,64,68,71,74,77,80,83,86,87,87,87,87,87,87
Equatorial Guinea,GNQ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,34,35,36,37,38,39,40,41,42,43,44,41,26,6,24,16,19,25
Greece,GRC,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,89,91,92,94,95,96,98,99,99,99,99,99,99,99,99,99,99,99
Grenada,GRD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,96,98,97,83,99,91,96,99,99,97,95,97,97,97,92,96,96
Greenland,GRL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,81,77,82,84,87,87,89,85,95,92,94,88,96,85,73,74,80,82
Guam,GUM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,88,85,91,90,91,93,93,94,93,98,95,93,97,98,98,95,97,97
"Hong Kong SAR, China",HKG,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Honduras,HND,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94,96,95,92,94,98,95,94,93,97,97,97,97,97,97,97,97,97
Croatia,HRV,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93,94,95,94,96,96,96,96,96,96,97,96,96,96,95,94,93,92
Haiti,HTI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,41,45,48,53,55,60,60,63,63,65,66,68,67,68,48,60,58,60
Hungary,HUN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Indonesia,IDN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,75,76,70,71,71,72,72,73,77,78,81,81,83,85,78,78,79,79
India,IND,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,58,59,59,61,63,65,65,64,70,74,79,82,82,83,85,87,88,88
Ireland,IRL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,86,84,83,86,89,90,91,92,93,94,94,95,95,96,96,95,95,95
"Iran, Islamic Rep.",IRN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,96,99,99,99,95,98,99,99,99,99,99,99,98,99,98,99,99
Iraq,IRQ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,80,78,77,75,74,65,59,57,69,78,74,79,69,68,64,58,63,63
Iceland,ISL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,92,95,97,99,95,97,97,98,96,96,95,89,91,90,92,91,89
Israel,ISR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93,92,90,93,95,93,95,95,94,96,95,94,94,96,95,95,94,98
Italy,ITA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,87,93,93,96,94,95,96,97,96,96,96,96,97,96,95,93,94,94
Jamaica,JAM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93,99,99,96,98,99,95,92,91,90,94,92,96,93,92,91,99,93
Jordan,JOR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91,99,95,97,95,95,98,98,97,98,98,98,98,98,98,99,98,99
Japan,JPN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85,95,96,97,99,98,98,98,98,97,97,97,97,96,96,96,99,99
Kazakhstan,KAZ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,95,95,99,82,98,99,93,99,98,99,99,99,98,95,98,82,99
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,82,80,84,73,73,76,80,81,88,88,90,96,94,87,92,89,89,82
Kyrgyz Republic,KGZ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,98,98,99,98,92,94,95,95,96,96,96,97,96,97,96,92
Cambodia,KHM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,59,60,54,69,85,82,80,82,91,94,90,91,90,86,91,92,93,93
Kiribati,KIR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90,85,77,70,62,79,86,94,82,86,91,99,94,95,75,78,81,90
"Korea, Rep.",KOR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,97,97,97,88,96,98,91,94,94,94,99,99,99,99,98,98,98
Kuwait,KWT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,99,99,99,98,99,99,99,99,99,98,99,98,99,95,99,99,99
Lao PDR,LAO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,51,52,53,49,45,49,57,50,61,67,74,78,79,87,88,89,82,85
Lebanon,LBN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,83,80,77,74,75,77,78,80,81,82,82,83,83,84,79,79,79,79
Liberia,LBR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,46,42,39,35,31,60,60,65,75,81,70,77,80,76,50,52,79,86
Libya,LBY,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94,94,93,95,97,98,98,98,98,98,98,98,98,96,94,97,97,96
Liechtenstein,LIE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,98,98,99,97,99,98,98,98,97,99,99,99,99,99,99,99,99
Lesotho,LSO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,83,78,84,90,90,89,89,88,88,91,93,96,95,93,93,93,93,93
Lithuania,LTU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94,95,95,94,94,94,94,95,96,98,95,92,93,93,93,93,94,94
Luxembourg,LUX,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Latvia,LVA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96,97,97,98,99,99,96,94,94,94,92,92,91,94,92,95,98,98
"Macao SAR, China",MAC,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95,96,94,91,97,98,97,95,99,99,99,99,99,99,99,99,99,99
Monaco,MCO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Moldova,MDA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95,97,97,98,98,98,97,92,90,85,90,93,92,90,90,87,89,88
Madagascar,MDG,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,57,60,62,66,78,85,85,84,77,77,70,73,70,74,73,69,77,74
Maldives,MDV,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,98,98,98,96,98,98,98,98,98,96,96,99,99,99,99,99,99
Mexico,MEX,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,97,97,98,98,98,98,98,96,95,95,97,99,83,87,87,97,97
Marshall Islands,MHL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,39,48,80,68,64,77,74,93,95,96,94,87,80,79,78,85,71,80
"Macedonia, FYR",MKD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95,91,96,96,94,97,93,95,95,96,95,96,95,98,95,91,95,91
Mali,MLI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,43,49,61,63,69,77,78,74,74,73,73,66,65,64,66,66,66,66
Malta,MLT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94,95,95,94,89,92,85,74,72,73,76,96,99,99,99,97,97,98
Myanmar,MMR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,82,73,79,78,82,73,82,86,85,90,90,84,84,75,88,89,90,89
Montenegro,MNE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,90,92,95,92,94,95,94,94,91,89,89,87
Mongolia,MNG,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94,95,98,98,99,99,99,95,96,95,96,99,99,98,99,99,99,99
Mozambique,MOZ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,70,73,76,85,83,80,78,75,75,74,74,76,76,78,79,80,80,80
Mauritania,MRT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,51,75,89,76,70,71,68,75,74,64,64,75,80,80,81,73,74,81
Mauritius,MUS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,88,92,88,99,98,97,97,97,99,99,99,98,98,98,97,97,96,94
Malawi,MWI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,75,90,64,84,89,93,99,87,91,93,93,97,96,89,91,88,84,88
Malaysia,MYS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,96,94,96,95,96,95,97,97,97,96,96,97,97,97,99,95,99
Namibia,NAM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,79,78,77,79,81,86,86,86,83,83,83,82,84,89,88,92,85,88
New Caledonia,NCL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Niger,NER,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,34,36,39,41,43,45,51,57,67,71,70,75,71,70,75,75,80,81
Nigeria,NGA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,29,27,25,29,33,36,40,42,53,63,54,48,42,43,43,42,42,42
Nicaragua,NIC,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,83,87,85,86,79,86,88,93,97,98,98,98,98,98,98,98,98,98
Netherlands,NLD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,97,97,98,98,96,96,97,97,97,97,97,97,97,96,95,95,94
Norway,NOR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90,91,93,92,92,91,94,93,94,94,93,94,95,94,93,95,96,96
Nepal,NPL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,74,72,72,78,80,75,89,82,82,89,82,92,90,92,92,91,87,90
Nauru,NRU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,44,95,80,80,80,80,72,99,99,99,99,99,79,87,95,91,97,87
New Zealand,NZL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90,90,90,90,89,89,89,88,89,92,93,95,93,92,93,92,92,94
Oman,OMN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,99,99,99,98,99,99,98,99,99,98,98,99,99,99,99
Pakistan,PAK,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,59,61,63,66,68,63,59,54,53,52,52,63,64,65,69,72,75,75
Panama,PAN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,99,99,98,95,92,88,85,86,85,94,87,85,80,80,73,86,81
Peru,PER,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,90,95,94,86,77,94,93,93,93,93,91,95,88,88,90,89,83
Philippines,PHL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,78,79,79,84,88,89,88,87,91,87,79,87,88,89,67,60,86,88
Palau,PLW,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96,98,99,99,98,98,98,94,92,49,69,84,89,99,95,90,98,97
Papua New Guinea,PNG,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,59,55,61,68,62,72,72,71,63,73,67,72,74,79,73,73,72,62
Poland,POL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,98,99,99,99,99,99,99,99,99,99,99,99,99,98,98,98,98
Puerto Rico,PRI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,56,62,64,68,72,79,89,92,92,93,93,94,96,93,93,96,96,97
Portugal,PRT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96,97,98,99,95,93,97,97,97,96,98,97,98,98,98,98,98,98
Paraguay,PRY,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,86,89,87,86,92,96,98,95,89,86,91,92,91,91,93,92,92,92
West Bank and Gaza,PSE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,80,93,96,92,96,97,96,94,97,99,97,93,92,97,89,99,98,97
Romania,ROU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,98,97,97,97,97,96,96,95,94,89,91,92,94,89,89,82
Russian Federation,RUS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96,96,97,96,97,98,98,98,98,98,97,97,97,97,97,97,97,97
Rwanda,RWA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90,77,88,96,89,95,99,97,97,97,97,97,98,98,98,98,98,98
Saudi Arabia,SAU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95,97,95,95,96,96,96,96,98,98,98,98,98,98,98,98,98,98
Sudan,SDN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,62,66,60,69,74,78,78,84,86,81,90,93,92,93,94,93,93,95
Senegal,SEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,52,52,60,73,87,84,89,94,88,86,89,92,91,92,89,89,93,93
Singapore,SGP,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,96,94,96,95,96,95,97,97,97,96,96,97,97,96,96,97,96
Solomon Islands,SLB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,86,84,78,84,90,89,99,88,85,86,83,91,92,83,77,87,94,94
Sierra Leone,SLE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,44,38,53,73,65,65,64,64,77,84,86,89,91,92,83,86,84,90
El Salvador,SLV,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,92,81,94,90,89,96,99,98,91,89,89,92,92,94,91,93,85
San Marino,SMR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,98,97,96,96,95,96,92,91,91,90,90,92,89,86,84,85,86,86
Somalia,SOM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,33,33,40,40,30,35,26,40,31,42,45,41,42,42,42,42,42,42
Serbia,SRB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95,93,95,89,88,98,92,94,95,95,91,94,91,95,93,95,92,95
South Sudan,SSD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,61,59,45,39,31,26,26
Sao Tome and Principe,STP,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,82,92,92,94,96,97,97,97,99,98,98,96,96,97,95,96,96,95
